Weight,Wheelbase,FrontTrack,RearTrack,WeightDist,TLLTD,COPX,Cl,CGZ,MU,Ackerman,FrontalArea,FrontToe,RearToe
2600,1.545,1.25,1.2,0.52,0.51,0.8,2.7,0.232,1.67,-0.78,1.18,0,-0.5
